vin,back_legroom_mm,body_type,city,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,engine_type,exterior_color,franchise_dealer,front_legroom_mm,fuel_type,height_mm,highway_fuel_economy,horsepower,interior_color,is_new,latitude,listed_date,listing_color,longitude,make_name,maximum_seating,mileage,model_name,power,savings_amount,seller_rating,torque,transmission,transmission_display,wheel_system,wheelbase_mm,width_mm,year,price
3.0,949.9599999999999,Sedan,Leesburg,30.0,9,34788,1400.0,4.0,BLACK,True,1043.94,Gasoline,1457.9599999999998,40.0,147.0,Gray,True,28.8291,1005.5,BLACK,-81.8066,Volkswagen,5.0,7.0,Jetta,147.0,0.0,4.071428571428571,792.0,A,Automatic,FWD,2684.7799999999997,1798.32,2020,24467.0
7.0,906.78,SUV / Crossover,Braintree,24.0,14,2184,1400.0,4.0,Silver Ice Metallic,True,1036.32,Gasoline,1656.08,30.0,138.0,Jet Black,False,42.2343,1006.0,SILVER,-70.9788,Chevrolet,5.0,19625.0,Trax,138.0,0.0,3.571428571428572,174.0,A,Automatic,AWD,2555.24,1775.46,2018,23495.0
1.0,909.3199999999998,Sedan,Sandy,28.0,6,84070,2500.0,4.0,Titanium Flash Mica,True,1071.88,Gasoline,1455.4199999999998,39.0,184.0,Black,False,40.5558,1005.5,UNKNOWN,-111.895,Mazda,5.0,138865.0,MAZDA3,184.0,1015.0,3.75,2942.5,A,6-Speed Automatic,FWD,2700.02,1795.78,2015,11221.0
8.0,970.28,SUV / Crossover,Littleton,21.0,143,80121,2400.0,4.0,Cream White Pearl,True,1054.1,Gasoline,1651.0,26.0,181.0,Brown (Beige),True,39.5998,1008.0,WHITE,-104.988,Hyundai,5.0,4.0,Tucson,181.0,0.0,4.133333333333334,2087.5,A,6-Speed Automatic,AWD,2669.5399999999995,1849.12,2020,28163.0
3.0,1003.3,Wagon,Houston,21.0,26,77037,2400.0,4.0,Orange,False,1031.24,Gasoline,1602.74,28.0,175.0,,False,29.871,1006.0,ORANGE,-95.3852,Chevrolet,5.0,164636.0,HHR,175.0,2015.0,3.4,2482.5,A,Automatic,FWD,2628.8999999999996,1755.1399999999996,2007,5995.0
3.0,1038.86,Pickup Truck,Erie,15.0,64,16501,6200.0,8.0,Onyx Black,True,1150.62,Gasoline,1879.6,20.0,420.0,Jet Black,False,42.1177,1006.5,BLACK,-80.0972,GMC,5.0,45305.0,Sierra 1500,355.0,1511.0,2.25,2241.5,A,Automatic,4WD,3644.8999999999996,2032.0,2017,42000.0
1.0,850.9,Pickup Truck,Red Hill,15.0,85,18076,5000.0,8.0,Iconic Silver Metallic,True,1115.06,Flex Fuel Vehicle,1960.8799999999999,21.0,395.0,Medium Earth Gray,True,40.3776,1007.0,SILVER,-75.4833,Ford,6.0,3.0,F-150,395.0,0.0,4.375,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,42408.0
1.0,1107.44,Pickup Truck,Denison,17.0,59,75020,3500.0,6.0,Magnetic,True,1115.06,Gasoline,1920.2399999999998,23.0,375.0,Medium Earth Gray,True,33.7522,1006.5,UNKNOWN,-96.5765,Ford,6.0,3.0,F-150,395.0,0.0,4.684210526315789,2450.0,A,Automatic,4X2,3683.0,2458.72,2020,47507.0
1.0,,Coupe,Cedar Rapids,15.0,324,52404,5700.0,8.0,Yellow,False,1082.04,Gasoline,1186.18,22.0,245.0,,False,41.9124,1004.5,YELLOW,-91.7063,Chevrolet,2.0,50365.0,Corvette,245.0,0.0,4.384615384615385,1772.5,A,Automatic,RWD,2443.48,1803.3999999999999,1990,17850.0
3.0,1013.4599999999999,SUV / Crossover,Warwick,26.0,6,2888,1500.0,4.0,Silver Ice Metallic,True,1038.86,Gasoline,1661.16,31.0,170.0,Medium Ash Gray,True,41.7432,1005.5,SILVER,-71.4283,Chevrolet,5.0,3.0,Equinox,170.0,0.0,4.464285714285714,1101.5,A,Automatic,FWD,2725.4199999999996,1844.0399999999997,2020,26811.0
2.0,1018.54,Sedan,Huntington Beach,19.0,55,92647,3600.0,6.0,White Knuckle,True,1061.7199999999998,Gasoline,1468.12,30.0,300.0,Black,True,33.7218,1006.5,WHITE,-117.989,Dodge,5.0,2.0,Charger,300.0,0.0,2.857142857142857,2532.0,A,8-Speed Automatic,RWD,3048.0,2100.58,2020,28223.0
4.0,845.8199999999999,Sedan,Jasper,26.0,12,35501,1600.0,4.0,Red,False,1061.7199999999998,Gasoline,1450.34,36.0,137.0,Gray,False,33.8117,1006.0,RED,-87.2835,Hyundai,5.0,59436.0,Accent,137.0,1471.0,4.5,2486.5,A,Automatic,FWD,2570.48,1699.26,2017,12990.0
5.0,878.84,Sedan,Flowood,24.0,9,39232,2400.0,4.0,Harbor Gray Metallic,True,1155.7,Gasoline,1473.1999999999998,35.0,198.0,Gray,False,32.3362,1005.5,GRAY,-90.0966,Hyundai,5.0,175095.0,Sonata,198.0,1.0,3.875,2217.0,A,6-Speed Automatic,FWD,2794.0,1833.8799999999999,2013,7530.0
4.0,1003.3,Sedan,Bedford,27.0,7,15522,2500.0,4.0,Blue,True,1087.12,Gasoline,1501.1399999999999,35.0,182.0,Black,True,40.0407,1005.5,BLUE,-78.5062,Subaru,5.0,5.0,Legacy,182.0,0.0,3.8333333333333335,2288.0,CVT,Continuously Variable Transmission,AWD,2750.8199999999997,2082.7999999999997,2020,27096.0
1.0,1023.6199999999999,SUV / Crossover,Madison,21.0,18,37115,2400.0,4.0,Hydro Blue Pearlcoat,True,1043.94,Gasoline,1668.78,30.0,180.0,Black,False,36.3062,1006.0,BLUE,-86.6868,Jeep,5.0,40876.0,Cherokee,271.0,979.0,4.642857142857143,2319.5,A,9-Speed Automatic,FWD,2700.02,1859.28,2018,16595.0
23.0,985.5199999999999,SUV / Crossover,Irving,28.0,76,75062,2000.0,4.0,Mars Orange/Black Roof,True,1043.94,Gasoline,1600.1999999999998,33.0,147.0,Black,True,32.8375,1007.0,ORANGE,-96.9308,Kia,5.0,15.0,Soul,147.0,0.0,3.583333333333333,2316.0,A,Automatic,FWD,2600.96,1800.8600000000001,2021,19464.0
5.0,962.6599999999999,SUV / Crossover,Marietta,25.0,21,45750,2500.0,4.0,Super Black,True,1092.2,Gasoline,1684.0199999999998,32.0,170.0,Black (Charcoal),False,39.4007,1006.0,BLACK,-81.4091,Nissan,5.0,104633.0,Rogue,170.0,72.0,4.3,2287.5,CVT,Continuously Variable Transmission,AWD,2705.1,1838.96,2014,12489.0
4.0,977.9,SUV / Crossover,McComb,20.0,56,39648,2400.0,4.0,Crimson Red Pearl,True,1071.88,Gasoline,1818.6399999999996,26.0,260.0,Java Brown,False,31.2599,1006.5,RED,-90.483,Subaru,7.0,29663.0,Ascent,260.0,2437.0,5.0,1138.5,CVT,Continuously Variable Transmission,AWD,2890.52,2186.9399999999996,2019,39446.0
3.0,1005.84,SUV / Crossover,Carlsbad,25.0,7,92008,2500.0,4.0,Jet Black Mica,True,1041.3999999999999,Gasoline,1681.48,31.0,187.0,Black,True,33.1316,1005.5,BLACK,-117.323,Mazda,5.0,0.0,CX-5,187.0,0.0,4.571428571428571,2093.0,A,Automatic,FWD,2697.48,2115.8199999999997,2020,29305.0
8.0,990.5999999999999,SUV / Crossover,Manassas,13.0,33,20110,5600.0,8.0,White,True,1064.26,Gasoline,1925.3199999999997,18.0,390.0,Black (Charcoal),False,38.7608,1006.0,WHITE,-77.4593,Nissan,8.0,66419.0,Armada,390.0,2325.0,4.0588235294117645,2197.0,A,7-Speed Automatic,4WD,3075.9399999999996,2029.46,2017,33840.0
1.0,1104.8999999999999,Pickup Truck,Mcalester,15.0,35,74501,3500.0,6.0,Oxford White,True,1051.56,Gasoline,1948.18,21.0,365.0,Black,False,34.9074,1006.0,WHITE,-95.7458,Ford,6.0,119000.0,F-150,411.0,365.0,5.0,2467.0,A,6-Speed Automatic,4WD,3670.2999999999997,2463.7999999999997,2014,23900.0
5.0,883.9199999999998,Sedan,Kansas City,27.0,216,64118,1600.0,4.0,Quartz White,True,1170.94,Gasoline,1445.26,36.0,180.0,Dark Gray/Camel,True,39.2163,1009.0,WHITE,-94.5762,Hyundai,5.0,0.0,Sonata,180.0,0.0,3.8181818181818175,847.5,A,8-Speed Automatic,FWD,2839.72,1859.28,2020,33917.0
2.0,1000.7599999999999,SUV / Crossover,Albany,26.0,7,12205,2500.0,4.0,Ice Silver Metallic,True,1099.82,Gasoline,1729.7399999999998,33.0,182.0,Gray,True,42.7265,1005.5,SILVER,-73.843,Subaru,5.0,2.0,Forester,182.0,0.0,4.857142857142857,2288.0,A,Automatic,AWD,2669.5399999999995,2065.02,2020,33117.0
3.0,1013.4599999999999,SUV / Crossover,Raynham,26.0,32,2767,1500.0,4.0,Silver Ice Metallic,True,1038.86,Gasoline,1661.16,31.0,170.0,Medium Ash Gray,True,41.9042,1006.0,SILVER,-71.0131,Chevrolet,5.0,0.0,Equinox,170.0,0.0,3.097560975609756,1101.5,A,Automatic,FWD,2725.4199999999996,1844.0399999999997,2020,19495.0
3.0,998.2199999999999,Hatchback,Mesa,31.0,35,85206,1500.0,4.0,PLATINUM WHITE,True,1051.56,Gasoline,1524.0,36.0,128.0,Black,True,33.3888,1006.0,GRAY,-111.697,Honda,5.0,5.0,Fit,128.0,0.0,4.117647058823529,2356.5,CVT,Continuously Variable Transmission,FWD,2529.8399999999997,1701.8,2020,19686.0
3.0,891.54,SUV / Crossover,Lebanon,21.0,287,45036,1300.0,4.0,GRANITE CRYSTAL MET. CLEA,True,1046.48,Gasoline,1689.1,29.0,177.0,Gray (-X9),True,39.4341,1004.0,UNKNOWN,-84.2176,Jeep,5.0,10.0,Renegade,177.0,0.0,4.157894736842105,980.0,A,9-Speed Automatic,4WD,2570.48,2021.8399999999997,2020,19995.0
1.0,993.14,Sedan,Aurora,23.0,4,80012,2000.0,4.0,Silver,True,1076.9599999999998,Gasoline,1473.1999999999998,34.0,174.0,,True,39.7033,1005.5,SILVER,-104.865,Volkswagen,5.0,0.0,Passat,174.0,0.0,3.4,953.0,A,Automatic,FWD,2804.16,1833.8799999999999,2020,22511.0
1.0,1148.08,Pickup Truck,Trenton,15.0,30,48183,5700.0,8.0,Delmonico Red Pearlcoat,True,1038.86,Gasoline,1971.0399999999997,21.0,395.0,Black,True,42.1353,1006.0,RED,-83.2259,RAM,6.0,9.0,1500,395.0,0.0,4.0,2180.0,A,8-Speed Automatic,4WD,3672.8399999999997,2085.3399999999997,2020,35133.0
5.0,906.78,Sedan,Buena Park,28.0,35,90621,2000.0,4.0,Scarlet Red,True,1071.88,Gasoline,1435.1,37.0,147.0,Gray,False,,1006.0,RED,-118.005,Hyundai,5.0,30048.0,Elantra,147.0,1508.0,3.84,2316.0,A,6-Speed Automatic,FWD,2700.02,1800.8600000000001,2017,13500.0
5.0,1076.9599999999998,SUV / Crossover,Branford,19.0,8,6405,3800.0,6.0,Snow White Pearl,True,1051.56,Gasoline,1760.2199999999998,24.0,291.0,,True,41.2902,1005.5,WHITE,-72.8095,Kia,8.0,1.0,Telluride,291.0,0.0,5.0,2731.0,A,Automatic,AWD,2900.68,1988.8199999999997,2021,46519.0
8.0,896.6199999999999,SUV / Crossover,New Lexington,22.0,21,43764,2500.0,4.0,Super Black,True,1079.5,Gasoline,1658.62,27.0,170.0,Black,False,39.7206,1006.0,BLACK,-82.2195,Nissan,5.0,100780.0,Rogue,170.0,349.0,3.333333333333333,2287.5,A,Automatic,AWD,2689.86,1800.8600000000001,2013,8697.0
5.0,868.6800000000001,SUV / Crossover,Mobile,15.0,148,36608,4000.0,6.0,Pewter,False,1076.9599999999998,Gasoline,1838.96,22.0,266.0,Black,False,30.6724,1008.0,UNKNOWN,-88.2589,Nissan,7.0,190472.0,Pathfinder,266.0,5.0,4.111111111111111,2144.0,A,5-Speed Automatic,RWD,2849.88,1849.12,2007,5700.0
6.0,965.1999999999999,SUV / Crossover,Hiawatha,27.0,32,52233,2000.0,4.0,Gravity Gray,True,1051.56,Gasoline,1630.68,31.0,146.0,Black,True,42.0489,1006.0,GRAY,-91.6849,Kia,5.0,1.0,Seltos,146.0,0.0,4.461538461538462,2316.0,CVT,Continuously Variable Transmission,AWD,2628.8999999999996,1800.8600000000001,2021,25515.0
1.0,1148.08,Pickup Truck,Boerne,15.0,10,78006,5700.0,8.0,Bright White Clearcoat,True,1038.86,Gasoline,1968.5,22.0,395.0,Black,True,29.7425,1005.5,WHITE,-98.6921,RAM,6.0,6.0,1500,395.0,0.0,2.970149253731343,2180.0,A,8-Speed Automatic,4X2,3672.8399999999997,2085.3399999999997,2020,37080.0
4.0,967.74,Wagon,Houston,25.0,108,77099,2500.0,4.0,Ice Silver Metallic,True,1089.6599999999999,Gasoline,1678.9399999999998,32.0,175.0,Slate Black,False,29.667,1007.5,SILVER,-95.5596,Subaru,5.0,40087.0,Outback,175.0,2982.0,3.8983050847457625,2087.0,CVT,Continuously Variable Transmission,AWD,2745.74,2065.02,2017,19995.0
3.0,906.78,SUV / Crossover,Houston,26.0,64,77007,1400.0,4.0,Satin Steel Metallic,True,1036.32,Gasoline,1648.46,31.0,138.0,Jet Black/light Ash Gray,True,29.767,1006.5,UNKNOWN,-95.3725,Chevrolet,5.0,6354.0,Trax,138.0,0.0,4.258064516129032,174.0,A,6-Speed Automatic,FWD,2555.24,1775.46,2020,16988.0
2.0,1051.56,Sedan,Davenport,28.0,55,52807,1800.0,4.0,Black Sand Pearl,True,1074.4199999999998,Gasoline,1455.4199999999998,35.0,132.0,Black,False,41.5747,1006.5,BLACK,-90.5534,Toyota,5.0,30334.0,Corolla,132.0,1628.0,4.842105263157895,2264.0,CVT,Continuously Variable Transmission,FWD,2700.02,1775.46,2019,15997.0
5.0,977.9,SUV / Crossover,Little Ferry,16.0,8,7643,3500.0,6.0,Black,False,1051.56,Gasoline,1846.58,22.0,250.0,Cream,False,40.8558,1005.5,BLACK,-74.0493,Honda,8.0,169476.0,Pilot,250.0,1475.0,3.577777777777778,2526.5,A,5-Speed Automatic,4WD,2773.68,1993.8999999999999,2011,8250.0
1.0,909.3199999999998,Sedan,El Cajon,23.0,69,92020,2500.0,4.0,Gray,True,1120.1399999999999,Gasoline,1473.1999999999998,32.0,175.0,Charcoal Cloth,False,32.7937,1006.5,GRAY,-116.969,Nissan,5.0,50710.0,Altima,175.0,642.0,4.666666666666667,2040.0,CVT,Continuously Variable Transmission,FWD,2776.22,1795.78,2012,9530.0
1.0,1107.44,Pickup Truck,Westland,18.0,34,48185,3500.0,6.0,Rapid Red,True,1115.06,Gasoline,1960.8799999999999,23.0,375.0,Black,True,42.3249,1006.0,RED,-83.3687,Ford,6.0,0.0,F-150,395.0,0.0,4.5,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,47081.0
3.0,972.8199999999998,Sedan,Niles,23.0,18,60714,2000.0,4.0,White,True,1125.2199999999998,Gasoline,1475.74,34.0,245.0,Dark Earth Gray,False,42.0511,1006.0,WHITE,-87.8348,Ford,5.0,10787.0,Fusion,181.0,912.0,3.607142857142857,2252.5,A,6-Speed Automatic,FWD,2849.88,2120.9,2018,18896.0
1.0,848.3599999999999,Sedan,Fairfield,23.0,71,45014,2700.0,4.0,Crystal White Tricoat,True,1076.9599999999998,Gasoline,1422.3999999999999,32.0,310.0,Jet Black with Jet Black accents,True,39.33,1006.5,WHITE,-84.517,Cadillac,5.0,2322.0,CT4,310.0,0.0,4.148936170212766,1075.0,A,Automatic,AWD,2776.22,1973.58,2020,47965.0
1.0,1107.44,Pickup Truck,Darien,16.0,212,31305,5000.0,8.0,Oxford White,True,1115.06,Flex Fuel Vehicle,1963.4199999999998,22.0,395.0,Medium Earth Gray,False,31.3983,1009.0,WHITE,-81.4505,Ford,6.0,16979.0,F-150,375.0,1845.0,3.75,1985.0,A,Automatic,4WD,3982.7200000000003,2458.72,2019,40162.0
3.0,942.34,Sedan,Hiawatha,23.0,19,52233,2500.0,4.0,Blue,True,1074.4199999999998,Gasoline,1445.26,33.0,175.0,,False,42.0442,1006.0,BLUE,-91.6898,Ford,5.0,116151.0,Fusion,240.0,699.0,4.9,2261.5,A,6-Speed Automatic,FWD,2727.96,2034.5399999999997,2011,7483.0
1.0,980.4399999999999,SUV / Crossover,Little Rock,18.0,33,72210,3600.0,6.0,Bright White Clearcoat,True,1023.6199999999999,Gasoline,1760.2199999999998,25.0,295.0,Black,True,34.7094,1006.0,WHITE,-92.3445,Jeep,5.0,0.0,Grand Cherokee,295.0,0.0,4.2,2130.0,A,Automatic,4WD,2913.38,2153.9199999999996,2020,35042.0
8.0,894.08,Sedan,Laredo,24.0,313,78041,2000.0,4.0,Iridium Silver Metallic,True,1059.18,Gasoline,1430.0199999999998,35.0,255.0,,True,27.5569,1004.0,SILVER,-99.448,Mercedes-Benz,5.0,0.0,C-Class,255.0,0.0,4.0,1036.5,A,Automatic,RWD,2839.72,2016.76,2020,47270.0
2.0,840.74,Coupe,Port Arthur,19.0,41,77642,3600.0,6.0,Sinamon Stick,True,1066.8,Gasoline,1465.58,30.0,303.0,Black,True,29.9408,1006.0,UNKNOWN,-93.9872,Dodge,5.0,13.0,Challenger,303.0,0.0,3.583333333333333,2534.0,A,Automatic,RWD,2946.3999999999996,2169.16,2020,26900.0
2.0,965.1999999999999,SUV / Crossover,Fairfax,26.0,7,22030,2500.0,4.0,Dark Gray Metallic,True,1092.2,Gasoline,1732.28,32.0,170.0,Black,False,38.8644,1005.5,GRAY,-77.2765,Subaru,5.0,33455.0,Forester,170.0,237.0,4.4375,2137.0,CVT,Continuously Variable Transmission,AWD,2639.06,2032.0,2017,20667.0
1.0,850.9,Pickup Truck,York,18.0,14,3909,3500.0,6.0,Magnetic,True,1115.06,Gasoline,1960.8799999999999,23.0,375.0,Medium Earth Gray,True,43.1499,1006.0,UNKNOWN,-70.6692,Ford,6.0,0.0,F-150,395.0,0.0,4.777777777777778,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,41586.0
4.0,891.54,Sedan,Brighton,21.0,118,2135,3000.0,6.0,Navarra Blue Metallic,True,1049.02,Gasoline,1384.3,30.0,354.0,Rotor Gray,False,42.3597,1007.5,BLUE,-71.1529,Audi,5.0,28215.0,S5 Sportback,354.0,3754.0,5.0,869.5,A,8-Speed Automatic,AWD,2824.48,2029.46,2018,46900.0
1.0,1107.44,Pickup Truck,Dover,18.0,237,19901,3500.0,6.0,Oxford White,True,1115.06,Gasoline,1960.8799999999999,23.0,375.0,Black,True,39.1575,1009.5,WHITE,-75.512,Ford,6.0,14.0,F-150,395.0,0.0,4.111111111111111,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,41340.0
5.0,972.8199999999998,SUV / Crossover,Roseville,22.0,66,55113,2400.0,4.0,Black,True,1049.02,Gasoline,1643.3799999999999,30.0,185.0,,False,45.0249,1006.5,BLACK,-93.192,Honda,5.0,114251.0,CR-V,185.0,418.0,4.705882352941177,2281.5,A,Automatic,AWD,2618.74,1818.6399999999996,2014,12791.0
2.0,1026.1599999999999,SUV / Crossover,Valley Stream,27.0,26,11580,1500.0,4.0,PLATINUM WHITE PEARL,True,1049.02,Gasoline,1689.1,32.0,190.0,White (Ivory),True,40.6586,1006.0,GRAY,-73.6947,Honda,5.0,1.0,CR-V,190.0,,2.75,1089.5,A,Automatic,AWD,2659.38,1854.1999999999998,2020,32770.0
5.0,1059.18,SUV / Crossover,Kennesaw,20.0,0,30144,3500.0,6.0,Black,False,1074.4199999999998,Gasoline,1793.2399999999998,27.0,284.0,Black,False,33.9994,1005.5,BLACK,-84.5856,Nissan,7.0,12371.0,Pathfinder,284.0,808.0,4.368421052631579,2529.5,A,Automatic,FWD,2900.68,1960.8799999999999,2019,24998.0
3.0,939.8,Sedan,Hamilton,27.0,19,13346,1600.0,4.0,Super Black,True,1061.7199999999998,Gasoline,1513.84,36.0,109.0,Charcoal Cloth,False,42.8451,1006.0,BLACK,-75.5584,Nissan,5.0,55929.0,Versa,109.0,1213.0,4.0,2253.5,M,5-Speed Manual,FWD,2600.96,1694.18,2015,6990.0
7.0,906.78,SUV / Crossover,Austin,26.0,8,78745,1400.0,4.0,Summit White,True,1036.32,Gasoline,1648.46,31.0,138.0,Jet Black,True,30.1952,1005.5,WHITE,-97.7673,Chevrolet,5.0,2850.0,Trax,138.0,0.0,3.821428571428572,174.0,A,Automatic,FWD,2555.24,1775.46,2020,22485.0
1.0,947.4199999999998,SUV / Crossover,Pueblo,21.0,22,81008,2500.0,4.0,Green,False,1094.74,Flex Fuel Vehicle,1684.0199999999998,29.0,168.0,S,False,38.3104,1006.0,GREEN,-104.641,Ford,5.0,4766.0,Escape,168.0,366.0,4.212121212121212,2335.0,A,Automatic,FWD,2689.86,2077.72,2019,19985.0
23.0,985.5199999999999,SUV / Crossover,Concord,27.0,260,3301,2000.0,4.0,Snow White Pearl,True,1043.94,Gasoline,1600.1999999999998,33.0,147.0,Black,True,43.1878,1003.5,WHITE,-71.5001,Kia,5.0,10.0,Soul,147.0,0.0,3.6666666666666665,2316.0,CVT,Continuously Variable Transmission,FWD,2600.96,1800.8600000000001,2020,16515.0
1.0,848.3599999999999,SUV / Crossover,Duarte,25.0,378,91010,2000.0,4.0,Pearl White Tricoat,True,1087.12,Gasoline,1610.36,32.0,141.0,Light Gray,True,34.1364,1005.5,WHITE,-117.978,Nissan,5.0,0.0,Rogue Sport,141.0,0.0,3.2222222222222223,2273.5,CVT,Continuously Variable Transmission,FWD,2646.68,1836.4199999999998,2019,22729.0
5.0,1026.1599999999999,SUV / Crossover,Highland,27.0,14,46322,1500.0,4.0,Radiant Red Metallic,True,1049.02,Gasoline,1689.1,32.0,190.0,Gray,True,41.5358,1006.0,RED,-87.4714,Honda,5.0,5.0,CR-V,190.0,0.0,4.733333333333333,1089.5,CVT,Continuously Variable Transmission,AWD,2659.38,1854.1999999999998,2020,33819.0
1.0,1107.44,Pickup Truck,Clearwater,16.0,100,33761,5000.0,8.0,Oxford White,True,1115.06,Gasoline,1953.26,22.0,395.0,Medium Light Camel,False,28.0256,1007.0,WHITE,-82.7383,Ford,6.0,34717.0,F-150,395.0,1230.0,4.133333333333334,2125.0,A,Automatic,4WD,3683.0,2458.72,2018,34621.0
1.0,947.4199999999998,SUV / Crossover,Madison,21.0,62,53713,2000.0,4.0,GRAY,True,1094.74,Gasoline,1684.0199999999998,27.0,245.0,CHARCOAL BLACK,False,43.0324,1006.5,GRAY,-89.4061,Ford,5.0,10093.0,Escape,245.0,1409.0,4.428571428571429,1637.5,A,6-Speed Automatic,AWD,2689.86,2077.72,2019,25436.0
1.0,,Pickup Truck,Montebello,17.0,13,90640,5000.0,8.0,Magnetic,True,1115.06,Flex Fuel Vehicle,1917.6999999999998,23.0,395.0,Medium Earth Gray,True,34.0327,1006.0,UNKNOWN,-118.126,Ford,3.0,0.0,F-150,395.0,0.0,4.5,2450.0,A,Automatic,4X2,3108.96,2458.72,2020,36245.0
5.0,1000.7599999999999,SUV / Crossover,Knoxville,19.0,48,37912,3300.0,6.0,Passion Red,True,1120.1399999999999,Gasoline,1684.0199999999998,26.0,290.0,Satin Black,False,36.0219,1006.5,RED,-84.0026,Kia,7.0,2706.0,Sorento,290.0,1140.0,3.6666666666666665,2726.0,A,8-Speed Automatic,FWD,2778.7599999999998,1889.76,2020,25995.0
7.0,906.78,SUV / Crossover,Prescott,26.0,42,86301,1400.0,4.0,Summit White,True,1036.32,Gasoline,1648.46,31.0,138.0,Black,True,34.553,1006.5,WHITE,-112.412,Chevrolet,5.0,1.0,Trax,138.0,0.0,4.625,174.0,A,6-Speed Automatic,FWD,2555.24,1775.46,2021,22930.0
1.0,894.08,Pickup Truck,London,15.0,8,43140,5300.0,8.0,Black,True,1130.3,Gasoline,1920.2399999999998,20.0,355.0,,True,39.8929,1005.5,BLACK,-83.4433,Chevrolet,6.0,5.0,Silverado 1500,355.0,0.0,4.282608695652174,2241.5,A,Automatic,4WD,3746.5,2062.48,2020,43325.0
1.0,993.14,SUV / Crossover,Fredericksburg,17.0,285,22401,3600.0,6.0,Stellar Black Metallic,True,1046.48,Gasoline,1775.46,24.0,310.0,Black,True,38.2739,1004.0,BLACK,-77.492,Cadillac,7.0,10.0,XT6,310.0,0.0,4.7,2585.5,A,Automatic,4WD,2862.58,1963.4199999999998,2020,57965.0
2.0,1031.24,SUV / Crossover,White Oak,21.0,14,15131,2000.0,4.0,Black,True,1082.04,Gasoline,1734.82,28.0,250.0,Black (Ebony),True,40.3373,1006.0,BLACK,-79.809,Ford,5.0,6.0,Edge,250.0,0.0,4.470588235294118,1640.0,A,8-Speed Automatic,AWD,2849.88,2179.3199999999997,2020,35800.0
1.0,1038.86,Sedan,North Charleston,19.0,23,29418,3000.0,6.0,Blue,False,1049.02,Gasoline,1526.54,26.0,203.0,Gray,False,32.8629,1006.0,BLUE,-80.0487,Ford,5.0,84192.0,Five Hundred,203.0,0.0,4.6923076923076925,2353.5,A,6-Speed Automatic,FWD,2867.66,1892.3,2005,4900.0
4.0,855.98,Coupe,Westminster,17.0,266,92683,3000.0,6.0,Alpine White,False,1071.88,Gasoline,1391.9199999999998,24.0,425.0,Black,False,33.7645,1003.5,WHITE,-117.99,BMW,4.0,7462.0,M4,425.0,3507.0,4.764705882352941,1128.0,Dual Clutch,7-Speed Dual Clutch,RWD,2811.7799999999997,2014.2199999999998,2018,55885.0
5.0,878.84,Sedan,Alsip,24.0,7,60803,2400.0,4.0,Midnight Black,False,1155.7,Gasoline,1473.1999999999998,35.0,198.0,Camel,False,41.6671,1005.5,BLACK,-87.725,Hyundai,5.0,128346.0,Sonata,198.0,1414.0,4.620689655172414,2217.0,A,Automatic,FWD,2794.0,1833.8799999999999,2012,8991.0
2.0,949.9599999999999,Sedan,Staten Island,29.0,42,10305,2000.0,4.0,Modern Steel Metallic,True,1074.4199999999998,Gasoline,1414.78,37.0,158.0,Black,True,40.5976,1006.5,UNKNOWN,-74.0836,Honda,5.0,2.0,Civic,158.0,0.0,3.0,2169.0,CVT,Continuously Variable Transmission,FWD,2700.02,1798.32,2020,21953.0
79.0,1000.7599999999999,SUV / Crossover,Anoka,29.0,9,55303,1300.0,3.0,Pacific Blue Metallic,True,1038.86,Gasoline,1656.08,33.0,155.0,Black,True,45.2023,1005.5,BLUE,-93.3971,Chevrolet,5.0,3.0,Trailblazer,155.0,0.0,4.5,887.0,CVT,Continuously Variable Transmission,FWD,2639.06,1808.48,2021,25405.0
2.0,927.0999999999999,Minivan,San Antonio,17.0,40,78233,3600.0,6.0,Billet Silver Metallic Clearcoat,True,1033.78,Flex Fuel Vehicle,1750.06,25.0,283.0,Black/Light Graystone,False,29.5482,1006.0,SILVER,-98.3638,Dodge,7.0,97299.0,Grand Caravan,283.0,304.0,4.06,2330.0,A,Automatic,FWD,3078.48,2247.9,2016,10000.0
3.0,904.24,Hatchback,Franklin,29.0,25,53132,1400.0,4.0,Pure White,True,1046.48,Gasoline,1478.28,35.0,147.0,Titan Black,True,42.9287,1006.0,WHITE,-88.0484,Volkswagen,5.0,9.0,Golf,147.0,0.0,4.741935483870968,792.0,A,8-Speed Automatic,FWD,2636.52,1798.32,2020,21910.0
3.0,922.0199999999999,SUV / Crossover,Bradley,16.0,491,60915,3600.0,6.0,Black Raven,True,1046.48,Gasoline,1668.78,23.0,308.0,Black (Ebony),False,41.1638,1007.0,BLACK,-87.8508,Cadillac,5.0,47109.0,SRX,308.0,1867.0,4.7,1332.5,A,Automatic,AWD,2806.7,1910.08,2016,21900.0
4.0,988.06,Sedan,New Port Richey,25.0,3,34652,2500.0,4.0,Champagne,True,1056.6399999999999,Gasoline,1470.6599999999999,35.0,178.0,,False,28.2162,1005.5,UNKNOWN,-82.7389,Toyota,5.0,80431.0,Camry,178.0,1.0,3.76,2135.0,A,Automatic,FWD,2776.22,1821.18,2016,12900.0
